fullName,Number,birthDate,currentAge,City,StateProvvince,birthCountry,height,weight,active,alternateCaptain,captain,rookie,rosterStatus,Team,Position,Long,Lat
J.J. Moser,90,2000-06-06,23,Biel,,CHE,"6' 1""",173,TRUE,FALSE,FALSE,FALSE,Y,Arizona Coyotes,Defenseman,7.2467909,47.1367785
Alec Martinez,23,1987-07-26,35,Rochester Hills,MI,USA,"6' 1""",210,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Defenseman,-83.1499322,42.65836610000000
Alex Pietrangelo,7,1990-01-18,33,King City,ON,CAN,"6' 3""",215,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Defenseman,0.0,0.0
Brayden McNabb,3,1991-01-21,32,Davidson,SK,CAN,"6' 4""",215,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Defenseman,-105.9890338,51.2628546
Mark Stone,61,1992-05-13,31,Winnipeg,MB,CAN,"6' 3""",217,TRUE,FALSE,TRUE,FALSE,Y,Vegas Golden Knights,Right Wing,-97.1385145,49.8954221
William Karlsson,71,1993-01-08,30,Marsta,,SWE,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Center,17.8555094,59.6196463
Jonathan Marchessault,81,1990-12-27,32,Cap-Rouge,QC,CAN,"5' 9""",183,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Right Wing,-71.35539180000000,46.765975
Chandler Stephenson,20,1994-04-22,29,Saskatoon,SK,CAN,"6' 0""",209,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Center,-106.6701577,52.157902
Ben Hutton,17,1993-04-20,30,Brockville,ON,CAN,"6' 3""",201,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Defenseman,-75.68428580000000,44.5895244
Shea Theodore,27,1995-08-03,27,Aldergrove,BC,CAN,"6' 2""",197,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Defenseman,-122.470667,49.0580516
William Carrier,28,1994-12-20,28,LaSalle,QC,CAN,"6' 2""",218,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Left Wing,-73.6348608,45.4306303
Ivan Barbashev,49,1995-12-14,27,Moscow,,RUS,"6' 1""",195,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Center,37.6173,55.755826
Michael Amadio,22,1996-05-13,27,Sault Ste. Marie,ON,CAN,"6' 1""",204,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Right Wing,-84.333052,46.5153792
Jack Eichel,9,1996-10-28,26,North Chelmsford,MA,USA,"6' 2""",207,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Center,-71.383617,42.63960550000000
Keegan Kolesar,55,1997-04-08,26,Brandon,MB,CAN,"6' 2""",217,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Right Wing,-99.95148070000000,49.8437486
Nicolas Roy,10,1997-02-05,26,Amos,QC,CAN,"6' 4""",202,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Center,-78.1125205,48.5650196
Adin Hill,33,1996-05-11,27,Comox,BC,CAN,"6' 4""",215,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Goalie,-124.9282659,49.6735133
Brett Howden,21,1998-03-29,25,Calgary,AB,CAN,"6' 2""",203,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Center,-114.0718831,51.04473310000000
Nicolas Hague,14,1998-12-05,24,Kitchener,ON,CAN,"6' 6""",230,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Defenseman,-80.4925337,43.4516395
Jiri Patera,30,1999-02-24,24,Praha,,CZE,"6' 2""",209,TRUE,FALSE,FALSE,TRUE,Y,Vegas Golden Knights,Goalie,14.4378005,50.0755381
Logan Thompson,36,1997-02-25,26,Calgary,AB,CAN,"6' 4""",205,TRUE,FALSE,FALSE,TRUE,Y,Vegas Golden Knights,Goalie,-114.0718831,51.04473310000000
Zach Whitecloud,2,1996-11-28,26,Brandon,MB,CAN,"6' 2""",207,TRUE,FALSE,FALSE,FALSE,Y,Vegas Golden Knights,Defenseman,-99.95148070000000,49.8437486
Paul Cotter,43,1999-11-16,23,Canton,MI,USA,"6' 2""",212,TRUE,FALSE,FALSE,TRUE,Y,Vegas Golden Knights,Center,-83.48211600000000,42.3086444
Brayden Pachal,94,1999-08-23,23,Estevan,SK,CAN,"6' 2""",203,TRUE,FALSE,FALSE,TRUE,Y,Vegas Golden Knights,Defenseman,-102.9914807,49.1390842
Andre Burakovsky,95,1995-02-09,28,Klagenfurt,,AUT,"6' 3""",209,TRUE,FALSE,FALSE,FALSE,I,Seattle Kraken,Left Wing,14.3122246,46.6364598
Jordan Eberle,7,1990-05-15,33,Regina,SK,CAN,"5' 11""",190,TRUE,TRUE,FALSE,FALSE,Y,Seattle Kraken,Right Wing,-104.6188944,50.4452112
Justin Schultz,4,1990-07-06,32,Kelowna,BC,CAN,"6' 2""",190,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Defenseman,-119.4960106,49.8879519
Jaden Schwartz,17,1992-06-25,31,Wilcox,SK,CAN,"5' 10""",185,TRUE,TRUE,FALSE,FALSE,Y,Seattle Kraken,Center,-104.7225356,50.097934
Philipp Grubauer,31,1991-11-25,31,Rosenheim,,DEU,"6' 1""",188,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Goalie,12.1181047,47.8571272
Adam Larsson,6,1992-11-12,30,Skelleftea,,SWE,"6' 3""",209,TRUE,TRUE,FALSE,FALSE,Y,Seattle Kraken,Defenseman,20.950917,64.750244
Jamie Oleksiak,24,1992-12-21,30,Toronto,ON,CAN,"6' 7""",257,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Defenseman,-79.3831843,43.653226
Yanni Gourde,37,1991-12-15,31,Saint-Narcisse,QC,CAN,"5' 9""",174,TRUE,TRUE,FALSE,FALSE,Y,Seattle Kraken,Center,-72.473253,46.56336900000000
Jaycob Megna,44,1992-12-10,30,Plantation,FL,USA,"6' 6""",220,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Defenseman,-80.23310360000000,26.1275862
Oliver Bjorkstrand,22,1995-04-10,28,Herning,,DNK,"6' 0""",175,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Right Wing,8.967322,56.138557
Alex Wennberg,21,1994-09-22,28,Stockholm,,SWE,"6' 2""",190,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Center,18.0685808,59.32932350000000
Jared McCann,19,1996-05-31,27,Stratford,ON,CAN,"6' 1""",191,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Left Wing,0.0,0.0
Vince Dunn,29,1996-10-29,26,Mississauga,ON,CAN,"6' 0""",200,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Defenseman,-79.6441198,43.5890452
Will Borgen,3,1996-12-19,26,Moorhead,MN,USA,"6' 3""",204,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Defenseman,-96.76780390000000,46.8737648
Brandon Tanev,13,1991-12-31,31,Toronto,ON,CAN,"6' 0""",189,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Left Wing,-79.3831843,43.653226
Cale Fleury,8,1998-11-19,24,Carlyle,SK,CAN,"6' 1""",204,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Defenseman,-102.2670806,49.6339652
Eeli Tolvanen,20,1999-04-22,24,Vihti,,FIN,"5' 10""",191,TRUE,FALSE,FALSE,FALSE,Y,Seattle Kraken,Right Wing,24.3269174,60.4158273
Matty Beniers,10,2002-11-05,20,Hingham,MA,USA,"6' 2""",178,TRUE,FALSE,FALSE,TRUE,Y,Seattle Kraken,Center,-70.889759,42.2418172
